ticker,yearReport,lengthReport,Revenue (Bn. VND),Revenue YoY (%),Attribute to parent company (Bn. VND),Attribute to parent company YoY (%),Interest and Similar Income,Interest and Similar Expenses,Net Interest Income,Fees and Comission Income,Fees and Comission Expenses,Net Fee and Commission Income,Net gain (loss) from foreign currency and gold dealings,Net gain (loss) from trading of trading securities,Net gain (loss) from disposal of investment securities,Net Other income/(expenses),Other expenses,Net Other income/expenses,Dividends received,Total operating revenue,General & Admin Expenses,Operating Profit before Provision,Provision for credit losses,Profit before tax,Tax For the Year,Business income tax - current,Business income tax - deferred,Minority Interest,Net Profit For the Year,Attributable to parent company,EPS_basis,data_source,period_type
BID,2015,2,10812487000000,-0.05215403503037712,616456000000,0.5597486737410126,10812487000000,-6909310000000,3903177000000,959439000000,-367451000000,591988000000,30967000000,-97901000000,56612000000,1075226000000,-84163000000,991063000000,184724000000,5660630000000,-2334678000000,3325952000000,-2481651000000,844301000000,-212880000000,-215005000000,2125000000,-14965000000,631421000000,616456000000,0,VCI,yearly
BID,2015,1,11392173000000,0.04152930171916994,1854649000000,0.20707796014435015,11392173000000,-6800706000000,4591467000000,786371000000,-330311000000,456060000000,21255000000,-36644000000,-9615000000,481283000000,-258788000000,222495000000,33662000000,5278680000000,-2026739000000,3251941000000,-978825000000,2273116000000,-408080000000,-408080000000,0,-10387000000,1865036000000,1854649000000,0,VCI,yearly
BID,2014,4,9537214590843,-0.19175651701291063,1449100655379,0.5336058184639166,9537214590843,-4858831336198,4678383254645,1250764234864,-381679471228,869084763636,-34786166722,32280418878,828841629055,1401447696393,-509725433639,891722262754,50403135948,7315929298194,-2285786941554,5030142356640,-3169923320332,1860219036308,-403025284118,-403025284118,0,-8093096811,1457193752190,1449100655379,0,VCI,yearly
BID,2014,3,11125977853972,0.03947205054397549,1574004080370,0.3899602385775858,11125977853972,-7566685484203,3559292369769,963183689939,-318679551167,644504138772,78456834394,156016893654,21352147454,439784812601,-113645714084,326139098517,127973877180,4913735359740,-1883557201448,3030178158292,-1046935463188,1983242695104,-397377614010,-391966530663,-5411083347,-11861000724,1585865081094,1574004080370,0,VCI,yearly
BID,2014,2,11407430531549,0.023311968349973854,395227776358,-0.5224943041980645,11407430531549,-7274471637861,4132958893688,1011809959976,-241957108639,769852851337,18602675641,-40843050122,-7282105757,519944916095,-138914670870,381030245225,100270499653,5354590009665,-2667846011640,2686743998025,-2172253201966,514490796059,-110168301534,-115373301534,5205000000,-9094718167,404322494525,395227776358,0,VCI,yearly
BID,2014,1,10937928468451,0.02853333153003853,1536478223642,0.3459794343801728,10937928468451,-7440004362139,3497924106312,842449040024,-237283891361,605165148663,202793324359,60787050122,-21580894243,249775083905,-84698329130,165076754775,92929500347,4603094990335,-1959430988360,2643664001975,-694875798034,1948788203941,-404072698466,-404072698466,0,-8237281833,1544715505475,1536478223642,0,VCI,yearly
BID,2013,4,11799927610422,0.0,944897729216,0.0,11799927610422,-7600587757450,4199339852972,966409755107,-301683480004,664726275103,77979640957,168328220044,909244434106,823690479424,-351050070080,472640409344,15052124121,6507310956647,-2743049129289,3764261827358,-2513834782907,1250427044451,-301028003514,-301028003514,0,-4501311721,949399040937,944897729216,0,VCI,yearly
BID,2013,3,10703489187756,0.0,1132409429194,0.0,10703489187756,-7442007010801,3261482176955,796434250950,-228756791793,567677459157,29432658571,90098768607,41193504925,365164902699,-174483293634,190681609065,110873422853,4291439600133,-1406221445039,2885218155094,-1403833904770,1481384250324,-342870281964,-342870281964,0,-6104539166,1138513968360,1132409429194,0,VCI,yearly
BID,2013,2,11147558989213,0.0,827692276412,0.0,11147558989213,-7663264906780,3484294082433,883007049266,-174536000535,708471048731,14792713204,67868618241,-29838893450,487584074003,-261881396230,225702677773,171909508008,4643199754940,-1768043135052,2875156619888,-1810859368229,1064297251659,-232770748702,-232770748702,0,-3834226545,831526502957,827692276412,0,VCI,yearly
BID,2013,1,10634491010787,0.0,1141531723588,0.0,10634491010787,-7510952093220,3123538917567,667497950734,-152555999465,514941951269,40598286796,136005381759,1082893450,247274925997,-177667603770,69607322227,38466491992,3924241245060,-1602315864948,2321925380112,-807370631771,1514554748341,-368917251298,-368917251298,0,-4105773455,1145637497043,1141531723588,0,VCI,yearly
